Symbol,BasicPrice,OpenPrice,HighPrice,LowPrice,ClosePrice,AveragePrice,Volume,AdjustPrice,Ceiling,Floor,AverageAdjustPrice,TotalValue,AgreedVolume,AgreedValue,ChangePrice
APP,5,5,5,5,5,5,20001,5,5.7,4.3,5,100005000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
APT,3.4,3.4,3.4,3.4,3.4,3.4,0,3.4,3.9,2.9,3.4,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ATA,0.8,0.8,0.8,0.8,0.8,0.8,0,0.8,0.9,0.7,0.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ATB,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.6,0.4,0.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ATG,5.9,5.9,5.9,5.9,5.9,5.9,0,5.9,6.7,5.1,5.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BAL,8.5,8.5,8.5,8.5,8.5,8.5,0,8.5,9.7,7.3,8.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BBH,11.4,11.4,11.4,11.4,11.4,11.4,0,11.4,13.1,9.7,11.4,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BBM,11.4,11.4,11.4,11.4,11.4,11.4,0,11.4,13.1,9.7,11.4,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BMN,8.5,8.5,8.5,8.5,8.5,8.5,0,8.5,9.7,7.3,8.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CK8,3.6,3.6,3.6,3.6,3.6,3.6,0,3.6,4.1,3.1,3.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BMV,8.5,8.5,8.5,8.5,8.5,8.5,0,8.5,9.7,7.3,8.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BRS,20,20,20,20,20,20,0,20,23,17,20,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CBI,8,8,8,8,8,8,1600,8,9.2,6.8,8,12800000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CC4,12.8,12.8,12.8,12.8,12.8,12.8,0,12.8,14.7,10.9,12.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CCA,16.3,16.3,16.3,16.3,16.3,16.3,0,16.3,18.7,13.9,16.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CCM,38.5,38.5,38.5,38.5,38.5,38.5,0,38.5,44.2,32.8,38.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CCP,23.6,23.6,23.6,23.6,23.6,23.6,0,23.6,27.1,20.1,23.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CCV,35.1,35.1,35.1,35.1,35.1,35.1,0,35.1,40.3,29.9,35.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CDG,2.5,2.5,2.5,2.5,2.5,2.5,0,2.5,3.5,1.5,2.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CAT,17.8,17.9,17.9,17.8,17.8,17.8,11800,17.8,20.4,15.2,17.8,210140000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CDH,2.1,2.1,2.1,2.1,2.1,2.1,0,2.1,2.9,1.3,2.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CE1,11.3,11.3,11.3,11.3,11.3,11.3,0,11.3,12.9,9.7,11.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CEG,10,10,10,10,10,10,0,10,11.5,8.5,10,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CEN,2.5,2.5,2.5,2.5,2.5,2.5,0,2.5,2.8,2.2,2.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CFM,10.6,10.6,10.6,10.6,10.6,10.6,0,10.6,12.1,9.1,10.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CH5,13.5,13.5,13.5,13.5,13.5,13.5,0,13.5,18.9,8.1,13.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CHC,3.6,3.6,3.6,3.6,3.6,3.6,0,3.6,5,2.2,3.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CHS,9.9,9.9,9.9,9.9,9.9,9.9,0,9.9,11.3,8.5,9.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CDO,1.3,1.3,1.3,1.3,1.3,1.3,0,1.3,1.4,1.2,1.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
CAD,0.6,0.6,0.6,0.6,0.6,0.6,0,0.6,0.7,0.5,0.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
C4G,9.7,9.8,9.8,9.6,9.7,9.7,309989,9.7,11.1,8.3,9.7,2995386900,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
C22,17,17,17,17,17,17,0,17,19.5,14.5,17,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BSA,22.4,22.4,22.4,22.4,22.4,22.4,2019,22.4,25.7,19.1,22.4,45208500,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BSD,8.5,8.5,8.5,8.5,8.5,8.5,0,8.5,9.7,7.3,8.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BSH,19.2,19.2,19.2,19.2,19.2,19.2,0,19.2,22,16.4,19.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BSL,9.9,9.9,9.9,9.9,9.9,9.9,0,9.9,11.3,8.5,9.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BSP,10.5,10.5,10.5,10.5,10.5,10.5,0,10.5,12,9,10.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BSR,18.2,18.4,18.4,17.9,18.2,18.2,4492681,18.2,20.9,15.5,18.2,81296719200,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BT1,12.8,12.8,12.8,12.8,12.8,12.8,0,12.8,14.7,10.9,12.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BTG,10.5,10.5,10.5,10.5,10.5,10.5,0,10.5,12,9,10.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BTH,26,26,26,26,26,26,0,26,29.9,22.1,26,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BTN,2.7,2.7,2.7,2.7,2.7,2.7,37302,2.7,3.1,2.3,2.7,100715200,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BTU,16,16,16,16,16,16,0,16,18.4,13.6,16,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BTV,10.1,10.1,10.1,10.1,10.1,10.1,0,10.1,11.6,8.6,10.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BVG,1.6,1.6,1.6,1.6,1.6,1.6,0,1.6,1.8,1.4,1.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BVL,11.6,11.6,11.6,11.6,11.6,11.6,0,11.6,13.3,9.9,11.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BVN,12.2,12.2,12.2,12.2,12.2,12.2,0,12.2,14,10.4,12.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BWA,6.7,6.7,6.7,6.7,6.7,6.7,0,6.7,7.7,5.7,6.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BWS,32,32,32,32,32,32,0,32,36.8,27.2,32,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
BNW,9.5,9.5,9.5,9.5,9.5,9.5,0,9.5,13.3,5.7,9.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
G20,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.6,0.4,0.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
DVN,18.3,18.4,18.4,18.2,18.3,18.3,17508,18.3,21,15.6,18.3,319866400,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GCF,15.4,15.4,15.4,15.4,15.4,15.4,0,15.4,17.7,13.1,15.4,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
IHK,14.5,14.5,14.5,14.5,14.5,14.5,0,14.5,16.6,12.4,14.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ILC,5.6,5.6,5.6,5.6,5.6,5.6,0,5.6,6.4,4.8,5.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
IME,141,141,141,141,141,141,0,141,197.4,84.6,141,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
IN4,56.6,56.6,56.6,56.6,56.6,56.6,0,56.6,65,48.2,56.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
IRC,7.9,7.9,7.9,7.9,7.9,7.9,0,7.9,11,4.8,7.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ISG,5.1,5.1,5.1,5.1,5.1,5.1,0,5.1,5.8,4.4,5.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ISH,23.3,23.3,23.3,23.3,23.3,23.3,0,23.3,26.7,19.9,23.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
IDP,245,245,245,245,245,245,0,245,281.7,208.3,245,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ITS,3.7,3.7,3.7,3.7,3.7,3.7,200,3.7,4.2,3.2,3.7,740000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KCE,10,10,10,10,10,10,0,10,11.5,8.5,10,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KHD,7.8,7.8,7.8,7.8,7.8,7.8,0,7.8,8.9,6.7,7.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KHW,22.9,22.9,22.9,22.9,22.9,22.9,0,22.9,32,13.8,22.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KIP,11.7,11.7,11.7,11.7,11.7,11.7,0,11.7,13.4,10,11.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KLM,9.2,9.2,9.2,9.2,9.2,9.2,0,9.2,12.8,5.6,9.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KSH,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.6,0.4,0.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KTC,8.6,8.6,8.6,8.6,8.6,8.6,0,8.6,9.8,7.4,8.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
JOS,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.2,1,1.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ICN,40.9,40.9,40.9,40.9,40.9,40.9,200,40.9,47,34.8,40.9,8180000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ICI,6,6,6,6,6,6,0,6,6.9,5.1,6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
ICC,31,31,31,31,31,31,0,31,35.6,26.4,31,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HPB,16.5,16.5,16.5,16.5,16.5,16.0001,0,16.0001,18.9,14.1,16.0001,0,0,0,-0.50 (-3.03 %)
,,,,,,,,,,,,,,,
HPD,25.7,25.7,25.7,25.7,25.7,25.7,0,25.7,29.5,21.9,25.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HPH,17,17,17,17,17,17,0,17,19.5,14.5,17,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HPI,17.2,17.2,17.2,17.2,17.2,17.2,0,17.2,19.7,14.7,17.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HPM,10.2,10.2,10.2,10.2,10.2,10.2,0,10.2,11.7,8.7,10.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HPT,15.7,15.7,15.7,15.7,15.7,15.7,12,15.7,18,13.4,15.7,179800,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HRB,64.6,64.6,64.6,64.6,64.6,64.6,0,64.6,90.4,38.8,64.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HSA,33,33,33,33,33,33,0,33,37.9,28.1,33,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HSI,1.3,1.3,1.3,1.3,1.3,1.3,0,1.3,1.4,1.2,1.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HSM,6.6,6.6,6.6,6.6,6.6,6.6,0,6.6,7.5,5.7,6.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HSP,13.5,13.5,13.5,13.5,13.5,13.5,0,13.5,15.5,11.5,13.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HTT,1.6,1.6,1.6,1.6,1.6,1.6,0,1.6,1.8,1.4,1.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HU6,6,6,6,6,6,6,0,6,6.9,5.1,6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HUG,36.4,36.4,36.4,36.4,36.4,36.4,0,36.4,41.8,31,36.4,0,1033818,32048358000,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HVA,6.3,6.3,6.3,6.3,6.3,6.3,0,6.3,7.2,5.4,6.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GCB,18,18,18,18,18,18,0,18,25.2,10.8,18,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
IBD,9.6,9.6,9.6,9.6,9.6,9.6,0,9.6,13.4,5.8,9.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KTL,23.8,23.8,23.8,23.8,23.8,23.8,0,23.8,27.3,20.3,23.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
KTW,10.9,10.9,10.9,10.9,10.9,10.6144,0,10.6144,15.2,6.6,10.6144,0,0,0,-0.29 (-2.62 %)
,,,,,,,,,,,,,,,
KVC,2,2,2,1.9,2,2,45833,2,2.3,1.7,2,88286300,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
L35,4.2,4.2,4.2,4.2,4.2,4.2,0,4.2,4.8,3.6,4.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MBN,7.9,7.9,7.9,7.9,7.9,7.9,0,7.9,11,4.8,7.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MCG,2.5,2.5,2.6,2.5,2.5,2.5,58327,2.5,2.8,2.2,2.5,147680200,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MCM,37.8,38.5,38.5,37.6,37.8,37.8,10950,37.8,43.4,32.2,37.8,414118200,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MDA,9,9,9,9,9,9,0,9,12.6,5.4,9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MDF,8,8,8,8,8,8,500,8,9.2,6.8,8,4000000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MEC,4.6,4.6,4.6,4.6,4.6,4.6,0,4.6,5.2,4,4.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MEF,3,3,3,3,3,3,0,3,4.2,1.8,3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MES,10,10,10,10,10,10,0,10,14,6,10,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MH3,34.5,34.5,34.5,34.5,34.5,34.5,200,34.5,39.6,29.4,34.5,6900000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MIC,15,15,15,15,15,15,0,15,17.2,12.8,15,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
YBC,6.9,6.9,6.9,6.9,6.9,6.9,0,6.9,7.9,5.9,6.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MKP,30,30,30,30,30,30,3200,30,34.5,25.5,30,96000000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MLC,17,17,17,17,17,17,0,17,19.5,14.5,17,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MNB,23.9,23.9,23.9,23.9,23.9,23.9,0,23.9,27.4,20.4,23.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MND,10.7,10.7,10.7,10.7,10.7,10.7,0,10.7,12.3,9.1,10.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MPT,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.6,0.4,0.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MPY,8,8,8,8,8,8,0,8,11.2,4.8,8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
MA1,16,16,16,16,16,16,0,16,22.4,9.6,16,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HOT,13.9,13.9,13.9,13.9,13.9,13.9,10,13.9,15.9,11.9,13.9,159000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
M10,20.6,20,20.6,20,20.6,20.6,2007,20.6,23.6,17.6,20.6,41209900,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LQN,2.5,2.5,2.5,2.5,2.5,2.5,0,2.5,2.8,2.2,2.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
L44,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.6,0.4,0.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
L45,2.7,2.7,2.7,2.7,2.7,2.7,102,2.7,3.1,2.3,2.7,276200,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
L63,6.1,6.1,6.1,6.1,6.1,6.1,0,6.1,7,5.2,6.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LAW,17,17,17,17,17,17,0,17,19.5,14.5,17,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LCC,4,4,4,4,4,4,0,4,4.6,3.4,4,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LCM,2.5,2.5,2.6,2.4,2.5,2.5,150108,2.5,2.8,2.2,2.5,368468800,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LCS,0.8,0.8,0.8,0.8,0.8,0.8,0,0.8,0.9,0.7,0.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LG9,6.5,6.5,6.5,6.5,6.5,6.5,0,6.5,7.4,5.6,6.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LGM,13.8,13.8,13.8,13.8,13.8,13.8,0,13.8,15.8,11.8,13.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LLM,9.9,9.9,9.9,9.9,9.9,9.9,0,9.9,11.3,8.5,9.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LM3,3.3,3.3,3.3,3.3,3.3,3.3,0,3.3,3.7,2.9,3.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LM7,2.2,2.2,2.2,2.2,2.2,2.2,0,2.2,2.5,1.9,2.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LMC,14.9,14.9,14.9,14.9,14.9,14.9,0,14.9,17.1,12.7,14.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LMH,1.3,1.3,1.3,1.3,1.3,1.3,0,1.3,1.4,1.2,1.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LMI,11.2,11.2,11.2,11.2,11.2,11.2,0,11.2,12.8,9.6,11.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LNC,10,10,10,10,10,10,0,10,14,6,10,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LO5,0.7,0.7,0.7,0.7,0.7,0.7,0,0.7,0.8,0.6,0.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
LTC,3.7,3.7,3.7,3.7,3.7,3.7,0,3.7,4.2,3.2,3.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HNR,12,12,12,12,12,12,0,12,16.8,7.2,12,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HWS,15.9,15.9,15.9,15.9,15.9,15.9,1800,15.9,18.2,13.6,15.9,28620000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
YTC,51,51,51,51,51,51,0,51,58.6,43.4,51,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HAF,23,23,23,23,23,23,0,23,26.4,19.6,23,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HEC,56,56,56,56,56,56,0,56,64.4,47.6,56,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HAV,4.7,4.7,4.7,4.7,4.7,4.7,1,4.7,5.4,4,4.7,4700,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HBD,16.1,16.1,16.1,16.1,16.1,16.1,0,16.1,18.5,13.7,16.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HBH,6,6,6,6,6,6,0,6,6.9,5.1,6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HKB,0.6,0.6,0.6,0.6,0.6,0.6,0,0.6,0.7,0.5,0.6,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HJC,6.2,6.2,6.2,6.2,6.2,6.2,0,6.2,7.1,5.3,6.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HC1,7.1,7.1,7.1,7.1,7.1,7.1,0,7.1,9.9,4.3,7.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HCI,11,11,11,11,11,11,0,11,12.6,9.4,11,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HIG,8.5,8.5,8.5,8.5,8.5,8.5,400,8.5,9.7,7.3,8.5,3400000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HAC,13.7,13.7,13.7,13.7,13.7,13.7,0,13.7,15.7,11.7,13.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HNP,17,17,17,17,17,17,0,17,19.5,14.5,17,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HHN,1.7,1.7,1.7,1.7,1.7,1.7,0,1.7,2.3,1.1,1.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HDP,18,18,18,18,18,18,700,18,20.7,15.3,18,12600000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HGW,10.5,10.5,10.5,10.5,10.5,10.5,0,10.5,12,9,10.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HGT,8.3,8.3,8.3,8.3,8.3,8.3,0,8.3,11.6,5,8.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HFX,8,8,8,8,8,8,0,8,9.2,6.8,8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HFC,6.3,6.3,6.3,6.3,6.3,6.3,0,6.3,8.8,3.8,6.3,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HDW,11.2,11.2,11.2,11.2,11.2,11.2,0,11.2,12.8,9.6,11.2,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HFB,13.6,13.6,13.6,13.6,13.6,13.6,1,13.6,15.6,11.6,13.6,13600,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HES,17,17,17,17,17,17,0,17,19.5,14.5,17,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HEM,15.9,15.9,15.9,15.9,15.9,15.9,0,15.9,18.2,13.6,15.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HHR,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.7,0.3,0.5,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GVT,79.4,79.4,79.4,79.4,79.4,79.4,0,79.4,91.3,67.5,79.4,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HAM,30,30,30,30,30,30,0,30,34.5,25.5,30,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HLR,14,14,14,14,14,14,0,14,16.1,11.9,14,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HNM,8.8,8.7,8.8,8.7,8.8,8.8,9610,8.8,10.1,7.5,8.8,84421000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GER,17.1,17.1,17.1,17.1,17.1,17.1,0,17.1,19.6,14.6,17.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HNF,20.1,20.1,20.1,20.1,20.1,20.1,0,20.1,23.1,17.1,20.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GGG,3.8,3.8,3.8,3.8,3.8,3.8,0,3.8,4.3,3.3,3.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GH3,7,7,7,7,7,7,0,7,9.8,4.2,7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HNB,11.4,11.4,11.4,11.4,11.4,11.4,0,11.4,13.1,9.7,11.4,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GHC,29,29.1,29.1,28.6,29,29,30162,29,33.3,24.7,29,874430800,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GLC,10,10,10,10,10,10,0,10,14,6,10,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HMG,15,15,15,15,15,15,500,15,17.2,12.8,15,7500000,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HLY,13.8,13.8,13.8,13.8,13.8,13.8,0,13.8,15.8,11.8,13.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GLW,9.7,9.7,9.7,9.7,9.7,9.7,0,9.7,11.1,8.3,9.7,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HEJ,11.4,11.4,11.4,11.4,11.4,11.4,0,11.4,13.1,9.7,11.4,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GSM,20.9,20.9,20.9,20.9,20.9,20.9,0,20.9,24,17.8,20.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GPC,3.9,3.9,3.9,3.9,3.9,3.9,0,3.9,4.4,3.4,3.9,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GTD,11.8,11.8,11.8,11.8,11.8,11.8,0,11.8,13.5,10.1,11.8,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HLT,10.1,10.1,10.1,10.1,10.1,10.1,0,10.1,11.6,8.6,10.1,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
HLS,11.5,11.5,11.5,11.5,11.5,11.5,0,11.5,13.2,9.8,11.5,0,5055,49539000,0.00 (0.00 %)
,,,,,,,,,,,,,,,
GTS,10,10,10,10,10,10,0,10,11.5,8.5,10,0,0,0,0.00 (0.00 %)
,,,,,,,,,,,,,,,
FOC,76.7,76.1,76.5,76,76.5,76.5,11814,76.5,88.2,65.2,76.5,903362400,0,0,-0.20 (-0.26 %)
,,,,,,,,,,,,,,,
VCR,23.9,23.8,24,23.8,23.8,23.8,5505,23.8,27.4,20.4,23.8,131930000,0,0,-0.10 (-0.42 %)
,,,,,,,,,,,,,,,
NCS,23.1,23,23,23,23,23,500,23,26.5,19.7,23,11500000,0,0,-0.10 (-0.43 %)
